beta,threshold,precision,recall,fbeta_score,f1,accuracy,balanced_accuracy,mcc,predicted_delayed_rate,tn,fp,fn,tp,is_best_for_beta,operating_goal
2.0,0.076208,0.531646,1.0,0.850202,0.694215,0.81592,0.883648,0.638693,0.393035,122,37,0,42,False,coursework_policy_prioritize_recall
2.0,0.07827,0.538462,1.0,0.853659,0.7,0.820896,0.886792,0.645404,0.38806,123,36,0,42,False,coursework_policy_prioritize_recall
2.0,0.08,0.545455,1.0,0.857143,0.705882,0.825871,0.889937,0.652216,0.383085,124,35,0,42,False,coursework_policy_prioritize_recall
2.0,0.083093,0.545455,1.0,0.857143,0.705882,0.825871,0.889937,0.652216,0.383085,124,35,0,42,False,coursework_policy_prioritize_recall
2.0,0.0852,0.552632,1.0,0.860656,0.711864,0.830846,0.893082,0.659135,0.378109,125,34,0,42,False,coursework_policy_prioritize_recall
2.0,0.09,0.56,1.0,0.864198,0.717949,0.835821,0.896226,0.666163,0.373134,126,33,0,42,False,coursework_policy_prioritize_recall
2.0,0.09294,0.56,1.0,0.864198,0.717949,0.835821,0.896226,0.666163,0.373134,126,33,0,42,False,coursework_policy_prioritize_recall
2.0,0.096028,0.567568,1.0,0.867769,0.724138,0.840796,0.899371,0.673305,0.368159,127,32,0,42,False,coursework_policy_prioritize_recall
2.0,0.1,0.591549,1.0,0.878661,0.743363,0.855721,0.908805,0.695454,0.353234,130,29,0,42,False,coursework_policy_prioritize_recall
2.0,0.100822,0.591549,1.0,0.878661,0.743363,0.855721,0.908805,0.695454,0.353234,130,29,0,42,False,coursework_policy_prioritize_recall
2.0,0.102152,0.608696,1.0,0.886076,0.756757,0.865672,0.915094,0.710867,0.343284,132,27,0,42,False,coursework_policy_prioritize_recall
2.0,0.102504,0.626866,1.0,0.893617,0.770642,0.875622,0.921384,0.726844,0.333333,134,25,0,42,False,coursework_policy_prioritize_recall
2.0,0.107476,0.636364,1.0,0.897436,0.777778,0.880597,0.924528,0.735057,0.328358,135,24,0,42,False,coursework_policy_prioritize_recall
2.0,0.11,0.646154,1.0,0.901288,0.785047,0.885572,0.927673,0.743428,0.323383,136,23,0,42,False,coursework_policy_prioritize_recall
2.0,0.112122,0.646154,1.0,0.901288,0.785047,0.885572,0.927673,0.743428,0.323383,136,23,0,42,False,coursework_policy_prioritize_recall
2.0,0.12,0.65625,1.0,0.905172,0.792453,0.890547,0.930818,0.751963,0.318408,137,22,0,42,False,coursework_policy_prioritize_recall
2.0,0.120508,0.65625,1.0,0.905172,0.792453,0.890547,0.930818,0.751963,0.318408,137,22,0,42,False,coursework_policy_prioritize_recall
2.0,0.123027,0.666667,1.0,0.909091,0.8,0.895522,0.933962,0.760668,0.313433,138,21,0,42,False,coursework_policy_prioritize_recall
2.0,0.126537,0.677419,1.0,0.913043,0.807692,0.900498,0.937107,0.769551,0.308458,139,20,0,42,False,coursework_policy_prioritize_recall
2.0,0.127573,0.688525,1.0,0.917031,0.815534,0.905473,0.940252,0.778619,0.303483,140,19,0,42,False,coursework_policy_prioritize_recall
2.0,0.13,0.7,1.0,0.921053,0.823529,0.910448,0.943396,0.78788,0.298507,141,18,0,42,False,coursework_policy_prioritize_recall
2.0,0.130218,0.7,1.0,0.921053,0.823529,0.910448,0.943396,0.78788,0.298507,141,18,0,42,False,coursework_policy_prioritize_recall
2.0,0.14,0.736842,1.0,0.933333,0.848485,0.925373,0.95283,0.816902,0.283582,144,15,0,42,False,coursework_policy_prioritize_recall
2.0,0.145693,0.736842,1.0,0.933333,0.848485,0.925373,0.95283,0.816902,0.283582,144,15,0,42,False,coursework_policy_prioritize_recall
2.0,0.146327,0.75,1.0,0.9375,0.857143,0.930348,0.955975,0.82702,0.278607,145,14,0,42,False,coursework_policy_prioritize_recall
2.0,0.15,0.763636,1.0,0.941704,0.865979,0.935323,0.959119,0.837377,0.273632,146,13,0,42,False,coursework_policy_prioritize_recall
2.0,0.155109,0.763636,1.0,0.941704,0.865979,0.935323,0.959119,0.837377,0.273632,146,13,0,42,False,coursework_policy_prioritize_recall
2.0,0.156866,0.777778,1.0,0.945946,0.875,0.940299,0.962264,0.847984,0.268657,147,12,0,42,True,coursework_policy_prioritize_recall
2.0,0.158221,0.773585,0.97619,0.927602,0.863158,0.935323,0.950359,0.831082,0.263682,147,12,1,41,False,coursework_policy_prioritize_recall
2.0,0.16,0.803922,0.97619,0.936073,0.88172,0.945274,0.956649,0.853306,0.253731,149,10,1,41,False,coursework_policy_prioritize_recall
2.0,0.17,0.803922,0.97619,0.936073,0.88172,0.945274,0.956649,0.853306,0.253731,149,10,1,41,False,coursework_policy_prioritize_recall
2.0,0.18,0.803922,0.97619,0.936073,0.88172,0.945274,0.956649,0.853306,0.253731,149,10,1,41,False,coursework_policy_prioritize_recall
2.0,0.1831,0.803922,0.97619,0.936073,0.88172,0.945274,0.956649,0.853306,0.253731,149,10,1,41,False,coursework_policy_prioritize_recall
2.0,0.19,0.8,0.952381,0.917431,0.869565,0.940299,0.944744,0.836546,0.248756,149,10,2,40,False,coursework_policy_prioritize_recall
2.0,0.193112,0.8,0.952381,0.917431,0.869565,0.940299,0.944744,0.836546,0.248756,149,10,2,40,False,coursework_policy_prioritize_recall
2.0,0.2,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.21,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.22,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.23,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.24,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.25,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.26,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.27,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.28,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.29,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.3,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.31,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.32,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.33,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.339647,0.816327,0.952381,0.921659,0.879121,0.945274,0.947889,0.84821,0.243781,150,9,2,40,False,coursework_policy_prioritize_recall
2.0,0.34,0.833333,0.952381,0.925926,0.888889,0.950249,0.951033,0.860192,0.238806,151,8,2,40,False,coursework_policy_prioritize_recall
2.0,0.35,0.833333,0.952381,0.925926,0.888889,0.950249,0.951033,0.860192,0.238806,151,8,2,40,False,coursework_policy_prioritize_recall
2.0,0.36,0.833333,0.952381,0.925926,0.888889,0.950249,0.951033,0.860192,0.238806,151,8,2,40,False,coursework_policy_prioritize_recall
2.0,0.37,0.833333,0.952381,0.925926,0.888889,0.950249,0.951033,0.860192,0.238806,151,8,2,40,False,coursework_policy_prioritize_recall
2.0,0.38,0.833333,0.952381,0.925926,0.888889,0.950249,0.951033,0.860192,0.238806,151,8,2,40,False,coursework_policy_prioritize_recall
2.0,0.386853,0.833333,0.952381,0.925926,0.888889,0.950249,0.951033,0.860192,0.238806,151,8,2,40,False,coursework_policy_prioritize_recall
2.0,0.39,0.851064,0.952381,0.930233,0.898876,0.955224,0.954178,0.872509,0.233831,152,7,2,40,False,coursework_policy_prioritize_recall
2.0,0.4,0.851064,0.952381,0.930233,0.898876,0.955224,0.954178,0.872509,0.233831,152,7,2,40,False,coursework_policy_prioritize_recall
2.0,0.401709,0.851064,0.952381,0.930233,0.898876,0.955224,0.954178,0.872509,0.233831,152,7,2,40,False,coursework_policy_prioritize_recall
2.0,0.407755,0.869565,0.952381,0.934579,0.909091,0.960199,0.957323,0.885179,0.228856,153,6,2,40,False,coursework_policy_prioritize_recall
2.0,0.41,0.888889,0.952381,0.938967,0.91954,0.965174,0.960467,0.898221,0.223881,154,5,2,40,False,coursework_policy_prioritize_recall
2.0,0.42,0.888889,0.952381,0.938967,0.91954,0.965174,0.960467,0.898221,0.223881,154,5,2,40,False,coursework_policy_prioritize_recall
2.0,0.43,0.888889,0.952381,0.938967,0.91954,0.965174,0.960467,0.898221,0.223881,154,5,2,40,False,coursework_policy_prioritize_recall
2.0,0.43915,0.888889,0.952381,0.938967,0.91954,0.965174,0.960467,0.898221,0.223881,154,5,2,40,False,coursework_policy_prioritize_recall
2.0,0.44,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.45,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.46,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.47,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.48,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.49,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.5,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.503993,0.909091,0.952381,0.943396,0.930233,0.970149,0.963612,0.911657,0.218905,155,4,2,40,False,coursework_policy_prioritize_recall
2.0,0.51,0.906977,0.928571,0.924171,0.917647,0.965174,0.951707,0.895669,0.21393,155,4,3,39,False,coursework_policy_prioritize_recall
2.0,0.511603,0.906977,0.928571,0.924171,0.917647,0.965174,0.951707,0.895669,0.21393,155,4,3,39,False,coursework_policy_prioritize_recall
2.0,0.52,0.928571,0.928571,0.928571,0.928571,0.970149,0.954852,0.909704,0.208955,156,3,3,39,False,coursework_policy_prioritize_recall
2.0,0.53,0.928571,0.928571,0.928571,0.928571,0.970149,0.954852,0.909704,0.208955,156,3,3,39,False,coursework_policy_prioritize_recall
2.0,0.54,0.928571,0.928571,0.928571,0.928571,0.970149,0.954852,0.909704,0.208955,156,3,3,39,False,coursework_policy_prioritize_recall
2.0,0.55,0.928571,0.928571,0.928571,0.928571,0.970149,0.954852,0.909704,0.208955,156,3,3,39,False,coursework_policy_prioritize_recall
2.0,0.554788,0.928571,0.928571,0.928571,0.928571,0.970149,0.954852,0.909704,0.208955,156,3,3,39,False,coursework_policy_prioritize_recall
2.0,0.56,0.926829,0.904762,0.909091,0.915663,0.965174,0.942947,0.893826,0.20398,156,3,4,38,False,coursework_policy_prioritize_recall
2.0,0.57,0.926829,0.904762,0.909091,0.915663,0.965174,0.942947,0.893826,0.20398,156,3,4,38,False,coursework_policy_prioritize_recall
2.0,0.572959,0.926829,0.904762,0.909091,0.915663,0.965174,0.942947,0.893826,0.20398,156,3,4,38,False,coursework_policy_prioritize_recall
2.0,0.58,0.925,0.880952,0.889423,0.902439,0.960199,0.931042,0.87787,0.199005,156,3,5,37,False,coursework_policy_prioritize_recall
2.0,0.59,0.925,0.880952,0.889423,0.902439,0.960199,0.931042,0.87787,0.199005,156,3,5,37,False,coursework_policy_prioritize_recall
2.0,0.6,0.925,0.880952,0.889423,0.902439,0.960199,0.931042,0.87787,0.199005,156,3,5,37,False,coursework_policy_prioritize_recall
2.0,0.61,0.925,0.880952,0.889423,0.902439,0.960199,0.931042,0.87787,0.199005,156,3,5,37,False,coursework_policy_prioritize_recall
2.0,0.619921,0.925,0.880952,0.889423,0.902439,0.960199,0.931042,0.87787,0.199005,156,3,5,37,False,coursework_policy_prioritize_recall
2.0,0.62,0.923077,0.857143,0.869565,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,coursework_policy_prioritize_recall
2.0,0.63,0.923077,0.857143,0.869565,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,coursework_policy_prioritize_recall
2.0,0.64,0.923077,0.857143,0.869565,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,coursework_policy_prioritize_recall
2.0,0.65,0.923077,0.857143,0.869565,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,coursework_policy_prioritize_recall
2.0,0.651435,0.923077,0.857143,0.869565,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,coursework_policy_prioritize_recall
2.0,0.66,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.67,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.68,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.69,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.7,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.71,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.72,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.73,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.74,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.75,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.76,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.77,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.78,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.79,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.8,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.81,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.81419,0.947368,0.857143,0.873786,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,coursework_policy_prioritize_recall
2.0,0.82,0.945946,0.833333,0.853659,0.886076,0.955224,0.910377,0.861021,0.18408,157,2,7,35,False,coursework_policy_prioritize_recall
2.0,0.826365,0.945946,0.833333,0.853659,0.886076,0.955224,0.910377,0.861021,0.18408,157,2,7,35,False,coursework_policy_prioritize_recall
2.0,0.83,0.972222,0.833333,0.857843,0.897436,0.960199,0.913522,0.876917,0.179104,158,1,7,35,False,coursework_policy_prioritize_recall
2.0,0.84,0.972222,0.833333,0.857843,0.897436,0.960199,0.913522,0.876917,0.179104,158,1,7,35,False,coursework_policy_prioritize_recall
2.0,0.847253,0.972222,0.833333,0.857843,0.897436,0.960199,0.913522,0.876917,0.179104,158,1,7,35,False,coursework_policy_prioritize_recall
2.0,0.85,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.86,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.87,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.88,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.89,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.9,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.91,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.916792,0.971429,0.809524,0.837438,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,coursework_policy_prioritize_recall
2.0,0.92,0.970588,0.785714,0.816832,0.868421,0.950249,0.889712,0.845279,0.169154,158,1,9,33,False,coursework_policy_prioritize_recall
2.0,0.928701,0.970588,0.785714,0.816832,0.868421,0.950249,0.889712,0.845279,0.169154,158,1,9,33,False,coursework_policy_prioritize_recall
2.0,0.93,1.0,0.785714,0.820896,0.88,0.955224,0.892857,0.862335,0.164179,159,0,9,33,False,coursework_policy_prioritize_recall
2.0,0.936253,1.0,0.785714,0.820896,0.88,0.955224,0.892857,0.862335,0.164179,159,0,9,33,False,coursework_policy_prioritize_recall
2.0,0.936504,1.0,0.761905,0.8,0.864865,0.950249,0.880952,0.846653,0.159204,159,0,10,32,False,coursework_policy_prioritize_recall
2.0,0.94,1.0,0.738095,0.778894,0.849315,0.945274,0.869048,0.830865,0.154229,159,0,11,31,False,coursework_policy_prioritize_recall
2.0,0.940433,1.0,0.738095,0.778894,0.849315,0.945274,0.869048,0.830865,0.154229,159,0,11,31,False,coursework_policy_prioritize_recall
2.0,0.942107,1.0,0.714286,0.757576,0.833333,0.940299,0.857143,0.81496,0.149254,159,0,12,30,False,coursework_policy_prioritize_recall
2.0,0.942705,1.0,0.690476,0.736041,0.816901,0.935323,0.845238,0.79893,0.144279,159,0,13,29,False,coursework_policy_prioritize_recall
2.0,0.95,1.0,0.666667,0.714286,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,coursework_policy_prioritize_recall
2.0,0.96,1.0,0.666667,0.714286,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,coursework_policy_prioritize_recall
2.0,0.97,1.0,0.666667,0.714286,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,coursework_policy_prioritize_recall
2.0,0.973789,1.0,0.666667,0.714286,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,coursework_policy_prioritize_recall
2.0,0.974302,1.0,0.642857,0.692308,0.782609,0.925373,0.821429,0.766445,0.134328,159,0,15,27,False,coursework_policy_prioritize_recall
2.0,0.98,1.0,0.619048,0.670103,0.764706,0.920398,0.809524,0.749966,0.129353,159,0,16,26,False,coursework_policy_prioritize_recall
2.0,0.985787,1.0,0.619048,0.670103,0.764706,0.920398,0.809524,0.749966,0.129353,159,0,16,26,False,coursework_policy_prioritize_recall
2.0,0.987202,1.0,0.595238,0.647668,0.746269,0.915423,0.797619,0.73331,0.124378,159,0,17,25,False,coursework_policy_prioritize_recall
2.0,0.99,1.0,0.571429,0.625,0.727273,0.910448,0.785714,0.716462,0.119403,159,0,18,24,False,coursework_policy_prioritize_recall
2.0,0.990813,1.0,0.571429,0.625,0.727273,0.910448,0.785714,0.716462,0.119403,159,0,18,24,False,coursework_policy_prioritize_recall
2.0,0.991557,1.0,0.547619,0.602094,0.707692,0.905473,0.77381,0.699404,0.114428,159,0,19,23,False,coursework_policy_prioritize_recall
2.0,0.993496,1.0,0.52381,0.578947,0.6875,0.900498,0.761905,0.682117,0.109453,159,0,20,22,False,coursework_policy_prioritize_recall
2.0,0.99439,1.0,0.5,0.555556,0.666667,0.895522,0.75,0.66458,0.104478,159,0,21,21,False,coursework_policy_prioritize_recall
2.0,0.995797,1.0,0.47619,0.531915,0.645161,0.890547,0.738095,0.64677,0.099502,159,0,22,20,False,coursework_policy_prioritize_recall
2.0,0.998103,1.0,0.452381,0.508021,0.622951,0.885572,0.72619,0.628659,0.094527,159,0,23,19,False,coursework_policy_prioritize_recall
2.0,0.999183,1.0,0.428571,0.483871,0.6,0.880597,0.714286,0.610217,0.089552,159,0,24,18,False,coursework_policy_prioritize_recall
2.0,0.999278,1.0,0.404762,0.459459,0.576271,0.875622,0.702381,0.591411,0.084577,159,0,25,17,False,coursework_policy_prioritize_recall
2.0,0.999491,1.0,0.380952,0.434783,0.551724,0.870647,0.690476,0.5722,0.079602,159,0,26,16,False,coursework_policy_prioritize_recall
2.0,0.99985,1.0,0.357143,0.409836,0.526316,0.865672,0.678571,0.552539,0.074627,159,0,27,15,False,coursework_policy_prioritize_recall
2.0,0.999899,1.0,0.333333,0.384615,0.5,0.860697,0.666667,0.532374,0.069652,159,0,28,14,False,coursework_policy_prioritize_recall
2.0,0.999906,1.0,0.309524,0.359116,0.472727,0.855721,0.654762,0.511643,0.064677,159,0,29,13,False,coursework_policy_prioritize_recall
2.0,0.999907,1.0,0.285714,0.333333,0.444444,0.850746,0.642857,0.490268,0.059701,159,0,30,12,False,coursework_policy_prioritize_recall
2.0,0.999937,1.0,0.261905,0.307263,0.415094,0.845771,0.630952,0.468159,0.054726,159,0,31,11,False,coursework_policy_prioritize_recall
2.0,0.99995,1.0,0.238095,0.280899,0.384615,0.840796,0.619048,0.445202,0.049751,159,0,32,10,False,coursework_policy_prioritize_recall
2.0,0.999957,1.0,0.214286,0.254237,0.352941,0.835821,0.607143,0.421255,0.044776,159,0,33,9,False,coursework_policy_prioritize_recall
2.0,0.999966,1.0,0.190476,0.227273,0.32,0.830846,0.595238,0.396132,0.039801,159,0,34,8,False,coursework_policy_prioritize_recall
2.0,0.999974,1.0,0.166667,0.2,0.285714,0.825871,0.583333,0.369592,0.034826,159,0,35,7,False,coursework_policy_prioritize_recall
2.0,0.999979,1.0,0.142857,0.172414,0.25,0.820896,0.571429,0.341297,0.029851,159,0,36,6,False,coursework_policy_prioritize_recall
2.0,0.999983,1.0,0.119048,0.144509,0.212766,0.81592,0.559524,0.310764,0.024876,159,0,37,5,False,coursework_policy_prioritize_recall
2.0,0.999985,1.0,0.095238,0.116279,0.173913,0.810945,0.547619,0.27725,0.0199,159,0,38,4,False,coursework_policy_prioritize_recall
2.0,0.999985,1.0,0.071429,0.087719,0.133333,0.80597,0.535714,0.239498,0.014925,159,0,39,3,False,coursework_policy_prioritize_recall
2.0,0.999988,1.0,0.047619,0.058824,0.090909,0.800995,0.52381,0.195057,0.00995,159,0,40,2,False,coursework_policy_prioritize_recall
2.0,0.999994,1.0,0.02381,0.029586,0.046512,0.79602,0.511905,0.137581,0.004975,159,0,41,1,False,coursework_policy_prioritize_recall
2.0,1.0,0.0,0.0,0.0,0.0,0.791045,0.5,0.0,0.0,159,0,42,0,False,coursework_policy_prioritize_recall
3.0,0.0,0.208955,1.0,0.725389,0.345679,0.208955,0.5,0.0,1.0,0,159,0,42,False,high_recall_stress_test
3.0,1e-05,0.208955,1.0,0.725389,0.345679,0.208955,0.5,0.0,1.0,0,159,0,42,False,high_recall_stress_test
3.0,1.4e-05,0.21,1.0,0.726644,0.347107,0.21393,0.503145,0.036342,0.995025,1,158,0,42,False,high_recall_stress_test
3.0,1.5e-05,0.211055,1.0,0.727903,0.348548,0.218905,0.506289,0.051525,0.99005,2,157,0,42,False,high_recall_stress_test
3.0,1.5e-05,0.212121,1.0,0.729167,0.35,0.223881,0.509434,0.063264,0.985075,3,156,0,42,False,high_recall_stress_test
3.0,2.4e-05,0.213198,1.0,0.730435,0.351464,0.228856,0.512579,0.073236,0.9801,4,155,0,42,False,high_recall_stress_test
3.0,3.5e-05,0.214286,1.0,0.731707,0.352941,0.233831,0.515723,0.082089,0.975124,5,154,0,42,False,high_recall_stress_test
3.0,4e-05,0.215385,1.0,0.732984,0.35443,0.238806,0.518868,0.090154,0.970149,6,153,0,42,False,high_recall_stress_test
3.0,4.5e-05,0.216495,1.0,0.734266,0.355932,0.243781,0.522013,0.097628,0.965174,7,152,0,42,False,high_recall_stress_test
3.0,5.6e-05,0.217617,1.0,0.735552,0.357447,0.248756,0.525157,0.104639,0.960199,8,151,0,42,False,high_recall_stress_test
3.0,6.5e-05,0.21875,1.0,0.736842,0.358974,0.253731,0.528302,0.111275,0.955224,9,150,0,42,False,high_recall_stress_test
3.0,7.1e-05,0.219895,1.0,0.738137,0.360515,0.258706,0.531447,0.117601,0.950249,10,149,0,42,False,high_recall_stress_test
3.0,0.000123,0.221053,1.0,0.739437,0.362069,0.263682,0.534591,0.123665,0.945274,11,148,0,42,False,high_recall_stress_test
3.0,0.000151,0.222222,1.0,0.740741,0.363636,0.268657,0.537736,0.129505,0.940299,12,147,0,42,False,high_recall_stress_test
3.0,0.000181,0.223404,1.0,0.742049,0.365217,0.273632,0.540881,0.135151,0.935323,13,146,0,42,False,high_recall_stress_test
3.0,0.000183,0.224599,1.0,0.743363,0.366812,0.278607,0.544025,0.140627,0.930348,14,145,0,42,False,high_recall_stress_test
3.0,0.000234,0.225806,1.0,0.744681,0.368421,0.283582,0.54717,0.145954,0.925373,15,144,0,42,False,high_recall_stress_test
3.0,0.000255,0.227027,1.0,0.746004,0.370044,0.288557,0.550314,0.151147,0.920398,16,143,0,42,False,high_recall_stress_test
3.0,0.000274,0.228261,1.0,0.747331,0.371681,0.293532,0.553459,0.156222,0.915423,17,142,0,42,False,high_recall_stress_test
3.0,0.000301,0.229508,1.0,0.748663,0.373333,0.298507,0.556604,0.16119,0.910448,18,141,0,42,False,high_recall_stress_test
3.0,0.000339,0.230769,1.0,0.75,0.375,0.303483,0.559748,0.166061,0.905473,19,140,0,42,False,high_recall_stress_test
3.0,0.000351,0.232044,1.0,0.751342,0.376682,0.308458,0.562893,0.170845,0.900498,20,139,0,42,False,high_recall_stress_test
3.0,0.000351,0.233333,1.0,0.752688,0.378378,0.313433,0.566038,0.175549,0.895522,21,138,0,42,False,high_recall_stress_test
3.0,0.000371,0.234637,1.0,0.754039,0.38009,0.318408,0.569182,0.180182,0.890547,22,137,0,42,False,high_recall_stress_test
3.0,0.000388,0.235955,1.0,0.755396,0.381818,0.323383,0.572327,0.184748,0.885572,23,136,0,42,False,high_recall_stress_test
3.0,0.000395,0.237288,1.0,0.756757,0.383562,0.328358,0.575472,0.189254,0.880597,24,135,0,42,False,high_recall_stress_test
3.0,0.00058,0.24,1.0,0.759494,0.387097,0.338308,0.581761,0.198104,0.870647,26,133,0,42,False,high_recall_stress_test
3.0,0.000625,0.241379,1.0,0.76087,0.388889,0.343284,0.584906,0.202457,0.865672,27,132,0,42,False,high_recall_stress_test
